Driver.code,Q1_time,Q2_time,Q3_time,air_temp_mid,avg_lap_time,avg_tyre_life,constructor,driver,driverId,finishing_position,grid_position,humidity_mid,lapTime_best_sec,lapTime_mean_sec,lapTime_std_sec,laps_count,laps_total,num_pit_stops,pit_avg_duration_sec,pit_first_lap,pit_last_lap,pit_min_duration_sec,pit_stop_count,pit_total_duration_sec,points,qualiPosition,race_name,rainfall_mid,round,season,track_temp_mid,weather_airTemp_max,weather_airTemp_mean,weather_airTemp_min,weather_hours,weather_humidity_mean,weather_precip_total,weather_pressure_mean,weather_wind_mean,year,session_type,made_Q2,made_Q3,eliminated_in_Q1,eliminated_in_Q2,eliminated_in_Q3,qualifying_round_reached,pitted,multi_stop,one_stop
STR,1:05.710,1:05.121,1:04.893,23.2,70.685682,23.66666667,Aston Martin,STR,stroll,9.0,6.0,49,71.685,92.9362,21.46444012,5.0,5.0,4,21.21625,2.0,54.0,16.646,4.0,84.865,2,6.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
TSU,1:05.784,,,23.2,71.735873,23.33333333,AlphaTauri,TSU,tsunoda,19.0,16.0,49,72.184,93.9534,21.79773066,5.0,5.0,4,23.65375,1.0,43.0,16.246,4.0,94.615,0,16.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,False,False,True,False,False,1,True,True,False
VER,1:05.116,1:04.951,1:04.391,23.2,70.057412,17.75,Red Bull Racing,VER,max_verstappen,1.0,1.0,49,69.691,91.5112,26.49301386,5.0,5.0,4,20.17575,2.0,69.0,16.369,4.0,80.703,26,1.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,True,True,False,False,True,3,True,True,False
ZHO,1:05.818,,,23.2,71.941125,35.0,Alfa Romeo,ZHO,zhou,12.0,17.0,49,72.247,93.5566,20.86448754,5.0,5.0,3,21.25033333,2.0,38.0,17.467,3.0,63.751,0,17.0,Austrian Grand Prix,False,9,2023,34.1,24.0,18.08333333,11.5,24.0,72.04166667,0.3,1011.9125,4.908333333,2023,race,False,False,True,False,False,1,True,True,False
ALB,1:29.466,1:28.067,1:27.530,21.4,97.8288,26.0,Williams,ALB,albon,8.0,8.0,55,93.809,95.5806,3.271813992,5.0,5.0,1,29.634,32.0,32.0,29.634,1.0,29.634,4,8.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
ALO,1:29.949,1:28.368,1:27.659,21.4,97.25976,26.0,Aston Martin,ALO,alonso,7.0,9.0,55,93.156,95.0364,2.836651776,5.0,5.0,1,28.679,33.0,33.0,28.679,1.0,28.679,6,9.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
BOT,1:29.798,,,21.4,97.7979,26.0,Alfa Romeo,BOT,bottas,12.0,20.0,55,94.611,97.1992,4.431626812,5.0,5.0,1,29.662,32.0,32.0,29.662,1.0,29.662,0,15.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,False,False,True,False,False,1,True,False,True
DEV,1:30.513,,,21.4,97.679416,17.33333333,AlphaTauri,DEV,de_vries,17.0,18.0,55,94.199,96.8716,4.298174182,5.0,5.0,2,28.3275,27.0,32.0,28.242,2.0,56.655,0,18.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,False,False,True,False,False,1,True,True,False
GAS,1:29.533,1:28.751,1:27.689,21.4,99.521232,23.0,Alpine,GAS,gasly,18.0,10.0,55,93.349,95.3074,3.230586371,5.0,5.0,2,28.458,31.0,31.0,28.458,1.0,28.458,0,10.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
HAM,1:29.415,1:28.545,1:27.211,21.4,96.96956,26.0,Mercedes,HAM,hamilton,3.0,7.0,55,93.086,95.0982,3.14396902,5.0,5.0,1,29.169,33.0,33.0,29.169,1.0,29.169,15,7.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
HUL,1:29.603,1:28.896,,21.4,97.092645,17.33333333,Haas F1 Team,HUL,hulkenberg,13.0,11.0,55,94.354,96.6504,3.864666777,5.0,5.0,2,35.9875,7.0,32.0,30.003,2.0,71.975,0,11.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,False,False,True,False,2,True,True,False
LEC,1:29.143,1:28.361,1:27.136,21.4,97.665541,17.33333333,Ferrari,LEC,leclerc,9.0,4.0,55,92.934,94.5196,2.209257409,5.0,5.0,2,28.5245,18.0,32.0,28.244,2.0,57.049,2,4.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,True,False
MAG,1:32.378,,,21.4,94.706612,32.0,Haas F1 Team,MAG,kevin_magnussen,19.0,19.0,55,94.598,97.3212,4.772962623,5.0,5.0,0,,,,,0.0,,0,19.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,False,False,True,False,False,1,False,False,False
NOR,1:28.917,1:28.042,1:26.961,21.4,96.6501,26.0,McLaren,NOR,norris,2.0,2.0,55,92.772,93.8926,1.544977605,5.0,5.0,1,28.438,33.0,33.0,28.438,1.0,28.438,18,2.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
OCO,1:29.700,1:28.956,,21.4,95.313125,9.0,Alpine,OCO,ocon,20.0,13.0,55,93.941,95.9492,3.710034326,5.0,5.0,1,,,,,0.0,,0,13.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,False,False,True,False,2,True,False,False
PER,1:29.968,,,21.4,98.54052,26.0,Red Bull Racing,PER,perez,6.0,15.0,55,94.073,96.4614,4.267013393,5.0,5.0,1,28.06,28.0,28.0,28.06,1.0,28.06,8,15.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,False,False,True,False,False,1,True,False,True
PIA,1:29.874,1:27.845,1:27.092,21.4,98.39322,26.0,McLaren,PIA,piastri,4.0,3.0,55,92.499,94.0318,2.168615964,5.0,5.0,1,28.655,29.0,29.0,28.655,1.0,28.655,12,3.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
RUS,1:29.412,1:28.782,1:27.155,21.4,98.44756,26.0,Mercedes,RUS,russell,5.0,6.0,55,93.084,94.6314,2.310437686,5.0,5.0,1,29.455,28.0,28.0,29.455,1.0,29.455,10,6.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
SAI,1:29.865,1:28.265,1:27.148,21.4,98.60954,26.0,Ferrari,SAI,sainz,10.0,5.0,55,92.975,94.7116,2.59221089,5.0,5.0,1,28.869,26.0,26.0,28.869,1.0,28.869,1,5.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
SAR,1:29.873,1:29.031,,21.4,98.70246,26.0,Williams,SAR,sargeant,11.0,14.0,55,94.332,96.7618,4.001013647,5.0,5.0,1,28.847,29.0,29.0,28.847,1.0,28.847,0,14.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,False,False,True,False,2,True,False,True
STR,1:29.448,1:28.935,,21.4,98.3043,26.0,Aston Martin,STR,stroll,14.0,12.0,55,93.799,95.7636,3.552858117,5.0,5.0,1,28.561,31.0,31.0,28.561,1.0,28.561,0,12.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,False,False,True,False,2,True,False,True
TSU,1:30.025,,,21.4,97.621,17.33333333,AlphaTauri,TSU,tsunoda,16.0,16.0,55,94.229,96.293,3.862247338,5.0,5.0,2,28.478,14.0,32.0,28.353,2.0,56.956,0,16.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,False,False,True,False,False,1,True,True,False
VER,1:29.428,1:27.702,1:26.720,21.4,96.39712,26.0,Red Bull Racing,VER,max_verstappen,1.0,1.0,55,92.582,93.7384,1.944301237,5.0,5.0,1,29.056,33.0,33.0,29.056,1.0,29.056,26,1.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,True,True,False,False,True,3,True,False,True
ZHO,1:30.123,,,21.4,95.262695,17.33333333,Alfa Romeo,ZHO,zhou,15.0,17.0,55,94.408,96.9948,4.644780156,5.0,5.0,3,30.75333333,24.0,36.0,28.709,3.0,92.26,0,17.0,British Grand Prix,False,10,2023,29.1,21.8,17.57083333,13.7,24.0,74.66666667,0.3,1018.391667,12.62083333,2023,race,False,False,True,False,False,1,True,True,False
ALB,1:18.917,,,29.0,85.159292,34.5,Williams,ALB,albon,11.0,16.0,31,86.238,88.6942,4.422349964,5.0,5.0,2,21.919,8.0,31.0,21.762,2.0,43.838,0,16.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,False,False,True,False,False,1,True,True,False
ALO,1:18.580,1:17.701,1:17.035,29.0,84.553303,35.0,Aston Martin,ALO,alonso,9.0,8.0,31,85.504,87.11983333,2.709096042,6.0,6.0,2,23.534,20.0,43.0,22.916,2.0,47.068,2,8.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:18.775,1:17.563,1:17.034,29.0,85.125892,34.5,Alfa Romeo,BOT,bottas,12.0,7.0,31,85.966,88.1622,3.982218063,5.0,5.0,2,22.678,9.0,40.0,22.114,2.0,45.356,0,7.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
GAS,1:18.743,1:18.217,,29.0,96.067473,1.0,Alpine,GAS,gasly,20.0,15.0,31,124.981,124.981,4.368051948,1.0,1.0,1,,,,,0.0,,0,15.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,False,False,True,False,2,True,False,False
HAM,1:18.577,1:17.427,1:16.609,29.0,84.038454,23.33333333,Mercedes,HAM,hamilton,4.0,1.0,31,84.559,86.176,2.190498208,6.0,6.0,2,21.851,16.0,49.0,21.728,2.0,43.702,12,1.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
HUL,1:18.695,1:17.652,1:17.186,29.0,85.475123,34.5,Haas F1 Team,HUL,hulkenberg,14.0,10.0,31,85.822,87.7022,3.318832129,5.0,5.0,2,22.4385,16.0,38.0,21.955,2.0,44.877,0,10.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
LEC,1:18.440,1:17.580,1:16.992,29.0,84.409257,35.0,Ferrari,LEC,leclerc,7.0,6.0,31,85.092,86.476,2.420279075,6.0,6.0,2,24.928,17.0,43.0,21.452,2.0,49.856,6,6.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
MAG,1:19.206,,,29.0,85.933046,34.5,Haas F1 Team,MAG,kevin_magnussen,17.0,19.0,31,86.066,88.4952,4.132209482,5.0,5.0,2,22.4525,14.0,41.0,22.152,2.0,44.905,0,19.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,False,False,True,False,False,1,True,True,False
NOR,1:18.697,1:17.328,1:16.694,29.0,84.04309,23.33333333,McLaren,NOR,norris,2.0,3.0,31,84.794,85.9065,1.994388804,6.0,6.0,2,21.4855,17.0,44.0,21.43,2.0,42.971,18,3.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
OCO,1:18.854,1:17.841,,29.0,106.965,2.0,Alpine,OCO,ocon,19.0,12.0,31,101.181,104.073,4.089905622,2.0,2.0,1,,,,,0.0,,0,12.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,False,False,True,False,2,True,False,False
PER,1:18.360,1:17.675,1:17.045,29.0,84.069015,35.0,Red Bull Racing,PER,perez,3.0,9.0,31,85.702,87.5284,3.124876766,5.0,5.0,2,21.371,24.0,42.0,20.88,2.0,42.742,15,9.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
PIA,1:18.464,1:17.571,1:16.905,29.0,84.425833,23.33333333,McLaren,PIA,piastri,5.0,4.0,31,84.841,85.67816667,1.500009656,6.0,6.0,2,21.6005,18.0,42.0,21.171,2.0,43.201,10,4.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
RIC,1:18.906,1:18.002,,29.0,85.235107,23.0,AlphaTauri,RIC,ricciardo,13.0,13.0,31,86.236,89.1524,5.048842273,5.0,5.0,2,22.0805,18.0,29.0,21.958,2.0,44.161,0,13.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,False,False,True,False,2,True,True,False
RUS,1:19.027,,,29.0,84.487606,35.0,Mercedes,RUS,russell,6.0,18.0,31,85.938,88.334,4.31605439,5.0,5.0,2,21.7805,28.0,46.0,21.675,2.0,43.561,8,18.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,False,False,True,False,False,1,True,True,False
SAI,1:18.393,1:17.703,,29.0,84.514924,35.0,Ferrari,SAI,sainz,8.0,11.0,31,85.316,86.69116667,2.525508457,6.0,6.0,2,21.7265,15.0,44.0,21.402,2.0,43.453,4,11.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,False,False,True,False,2,True,True,False
SAR,1:19.248,,,29.0,85.481887,33.5,Williams,SAR,sargeant,18.0,20.0,31,86.413,89.011,4.740714503,5.0,5.0,3,23.099,13.0,34.0,22.197,2.0,46.198,0,20.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,False,False,True,False,False,1,True,True,False
STR,1:18.782,1:18.144,,29.0,84.894846,34.5,Aston Martin,STR,stroll,10.0,14.0,31,85.921,87.8416,3.529039005,5.0,5.0,2,22.1565,9.0,34.0,21.91,2.0,44.313,1,14.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,False,False,True,False,2,True,True,False
TSU,1:18.919,,,29.0,85.393692,23.0,AlphaTauri,TSU,tsunoda,15.0,17.0,31,85.806,88.0024,3.844870648,5.0,5.0,2,23.6755,9.0,44.0,21.181,2.0,47.351,0,17.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,False,False,True,False,False,1,True,True,False
VER,1:18.318,1:17.547,1:16.612,29.0,83.493075,23.33333333,Red Bull Racing,VER,max_verstappen,1.0,2.0,31,84.542,85.35333333,1.277329662,6.0,6.0,2,21.5435,23.0,51.0,21.407,2.0,43.087,26,2.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
ZHO,1:18.143,1:17.700,1:16.971,29.0,85.471892,34.5,Alfa Romeo,ZHO,zhou,16.0,5.0,31,86.337,88.8378,4.459472581,5.0,5.0,2,26.032,10.0,38.0,22.853,2.0,52.064,0,5.0,Hungarian Grand Prix,False,11,2023,49.1,28.4,22.63333333,15.4,24.0,56.91666667,0.0,1016.2,8.8,2023,race,True,True,False,False,True,3,True,True,False
ALB,2:00.314,,,18.1,113.469473,14.66666667,Williams,ALB,albon,14.0,15.0,58,113.907,115.9488,2.543171681,5.0,5.0,3,24.04666667,7.0,33.0,23.529,3.0,72.14,0,16.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,False,False,True,False,False,1,True,True,False
ALO,1:58.834,1:52.751,1:47.843,18.1,112.892225,22.0,Aston Martin,ALO,alonso,5.0,9.0,58,113.395,114.6386667,1.83859149,6.0,6.0,2,23.4415,10.0,29.0,23.085,2.0,46.883,10,9.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:59.484,1:54.694,,18.1,113.645825,22.0,Alfa Romeo,BOT,bottas,12.0,13.0,58,114.834,116.555,2.596849341,5.0,5.0,2,23.574,6.0,24.0,23.362,2.0,47.148,0,14.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,False,False,True,False,2,True,True,False
GAS,1:59.511,1:53.671,,18.1,113.877357,22.0,Alpine,GAS,gasly,11.0,12.0,58,114.371,116.6928,3.496842461,5.0,5.0,1,25.664,23.0,23.0,25.664,1.0,25.664,0,12.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,False,False,True,False,2,True,False,True
HAM,1:58.563,1:52.345,1:47.087,18.1,112.411894,11.0,Mercedes,HAM,hamilton,4.0,3.0,58,112.454,113.2866667,1.065330309,6.0,6.0,3,23.08966667,12.0,42.0,23.023,3.0,69.269,13,4.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,True,False
HUL,2:03.166,,,18.1,114.005461,22.0,Haas F1 Team,HUL,hulkenberg,18.0,20.0,58,114.581,116.86,3.610207266,5.0,5.0,2,24.9045,12.0,24.0,24.571,2.0,49.809,0,20.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,False,False,True,False,False,1,True,True,False
LEC,1:58.300,1:52.017,1:46.988,18.1,112.4872,14.66666667,Ferrari,LEC,leclerc,3.0,1.0,58,112.292,112.9088333,0.8412246826,6.0,6.0,2,23.186,13.0,28.0,23.148,2.0,46.372,15,2.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,True,False
MAG,2:00.020,1:54.160,,18.1,114.057625,22.0,Haas F1 Team,MAG,kevin_magnussen,15.0,16.0,58,114.635,117.7778,3.861676281,5.0,5.0,2,23.605,5.0,25.0,23.572,2.0,47.21,0,13.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,False,False,True,False,2,True,True,False
NOR,1:59.981,1:52.252,1:47.669,18.1,113.236725,14.66666667,McLaren,NOR,norris,7.0,7.0,58,114.717,117.1122,2.485328489,5.0,5.0,2,24.378,5.0,17.0,23.744,2.0,48.756,6,7.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,True,False
OCO,1:59.634,1:56.372,,18.1,113.399575,14.66666667,Alpine,OCO,ocon,8.0,14.0,58,113.76,116.3776,3.177475381,5.0,5.0,2,23.212,6.0,25.0,23.085,2.0,46.424,4,15.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,False,False,True,False,2,True,True,False
PER,1:58.899,1:52.353,1:47.045,18.1,112.190875,14.66666667,Red Bull Racing,PER,perez,2.0,2.0,58,112.153,112.498,0.4236040604,6.0,6.0,2,23.197,13.0,29.0,22.71,2.0,46.394,18,3.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,True,False
PIA,1:58.872,1:51.534,1:47.365,18.1,89.9302055,1.0,McLaren,PIA,piastri,20.0,5.0,58,90.419,102.263,4.611300825,,,0,,,,,0.0,,0,6.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,False,False,False
RIC,2:02.159,,,18.1,113.785925,22.0,AlphaTauri,RIC,ricciardo,16.0,19.0,58,114.815,117.908,3.930494307,5.0,5.0,2,23.0665,5.0,22.0,22.843,2.0,46.133,0,19.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,False,False,True,False,False,1,True,True,False
RUS,1:59.035,1:52.605,1:47.805,18.1,113.390095,22.0,Mercedes,RUS,russell,6.0,8.0,58,114.15,116.1718,2.643504246,5.0,5.0,1,23.837,22.0,22.0,23.837,1.0,23.837,8,8.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,False,True
SAI,1:58.688,1:51.711,1:47.152,18.1,116.1203,11.5,Ferrari,SAI,sainz,19.0,4.0,58,114.247,116.017,1.527873522,5.0,5.0,2,23.303,7.0,7.0,23.303,1.0,23.303,0,5.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,False,True
SAR,2:01.535,,,18.1,113.773973,14.66666667,Williams,SAR,sargeant,17.0,18.0,58,114.142,116.476,3.406260339,5.0,5.0,3,23.539,8.0,34.0,23.109,3.0,70.617,0,18.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,False,False,True,False,False,1,True,True,False
STR,1:59.663,1:52.193,1:48.841,18.1,113.63019,22.0,Aston Martin,STR,stroll,9.0,10.0,58,113.977,116.109,2.33906445,5.0,5.0,1,25.397,20.0,20.0,25.397,1.0,25.397,2,10.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,False,True
TSU,1:59.044,1:53.148,,18.1,113.522425,22.0,AlphaTauri,TSU,tsunoda,10.0,11.0,58,113.774,115.461,2.389288911,5.0,5.0,2,22.6735,9.0,24.0,22.61,2.0,45.347,1,11.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,False,False,True,False,2,True,True,False
VER,1:58.515,1:52.784,1:46.168,18.1,111.745775,14.66666667,Red Bull Racing,VER,max_verstappen,1.0,6.0,58,112.13,113.0933333,1.304697462,6.0,6.0,2,22.9495,14.0,30.0,22.887,2.0,45.899,25,1.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,True,True,False,False,True,3,True,True,False
ZHO,2:00.832,,,18.1,113.86835,14.66666667,Alfa Romeo,ZHO,zhou,13.0,17.0,58,114.639,116.7594,2.94480327,5.0,5.0,2,24.247,7.0,25.0,24.045,2.0,48.494,0,17.0,Belgian Grand Prix,False,12,2023,30.7,18.1,15.50416667,13.2,24.0,77.5,2.5,1014.15,21.225,2023,race,False,False,True,False,False,1,True,True,False
ALB,1:20.939,1:19.399,1:11.419,17.1,83.995938,24.0,Williams,ALB,albon,8.0,4.0,62,94.276,104.462,6.635285638,5.0,5.0,4,26.73366667,44.0,64.0,19.667,4.0,80.201,4,4.0,Dutch Grand Prix,False,13,2023,28.4,17.1,15.42916667,13.4,24.0,79.54166667,4.4,1008.4,17.82083333,2023,race,True,True,False,False,True,3,True,True,False
ALO,1:21.840,1:19.429,1:11.506,17.1,82.758612,18.0,Aston Martin,ALO,alonso,2.0,5.0,62,84.932,96.685,12.29486025,5.0,5.0,5,21.6395,2.0,64.0,20.109,5.0,86.558,19,5.0,Dutch Grand Prix,False,13,2023,28.4,17.1,15.42916667,13.4,24.0,79.54166667,4.4,1008.4,17.82083333,2023,race,True,True,False,False,True,3,True,True,False
BOT,1:22.260,,,17.1,83.877666,18.0,Alfa Romeo,BOT,bottas,14.0,18.0,62,97.804,105.6292,6.830662281,5.0,5.0,5,23.16325,16.0,64.0,19.735,5.0,92.653,0,19.0,Dutch Grand Prix,False,13,2023,28.4,17.1,15.42916667,13.4,24.0,79.54166667,4.4,1008.4,17.82083333,2023,race,False,False,True,False,False,1,True,True,False
GAS,1:21.735,1:20.128,,17.1,83.066758,18.0,Alpine,GAS,gasly,3.0,12.0,62,83.834,95.7316,13.15287878,5.0,5.0,5,23.452,1.0,64.0,19.518,5.0,93.808,15,12.0,Dutch Grand Prix,False,13,2023,28.4,17.1,15.42916667,13.4,24.0,79.54166667,4.4,1008.4,17.82083333,2023,race,True,False,False,True,False,2,True,True,False
HAM,1:21.919,1:20.151,,17.1,83.270758,18.0,Mercedes,HAM,hamilton,6.0,13.0,62,86.048,104.3024,13.05672437,5.0,5.0,5,20.0855,3.0,64.0,19.327,5.0,80.342,8,13.0,Dutch Grand Prix,False,13,2023,28.4,17.1,15.42916667,13.4,24.0,79.54166667,4.4,1008.4,17.82083333,2023,race,True,False,False,True,False,2,True,True,False
HUL,1:21.891,1:20.250,,17.1,83.562888,18.0,Haas F1 Team,HUL,hulkenberg,12.0,14.0,62,98.096,105.9102,6.609762114,5.0,5.0,5,24.15425,16.0,64.0,19.713,5.0,96.617,0,15.0,Dutch Grand Prix,False,13,2023,28.4,17.1,15.42916667,13.4,24.0,79.54166667,4.4,1008.4,17.82083333,2023,race,True,False,False,True,False,2,True,True,False
